Release Year,Movie,Rerelease,Domestic Gross,Release Date
2016,The Huntsman: Winter's War,N," $48,390,190 ",4/22/22
2016,Kubo and the Two Strings,N," $48,023,088 ",8/19/22
2016,Manchester by the Sea,N," $47,695,371 ",11/18/22
2016,Warcraft,N," $47,365,290 ",6/10/22
2016,How to Be Single,N," $46,843,513 ",2/12/22
2016,Mike and Dave Need Wedding Dates,N," $46,009,673 ",7/8/22
2016,War Dogs,N," $43,034,523 ",8/19/22
2016,Almost Christmas,N," $42,158,780 ",11/11/22
2016,Money Monster,N," $41,012,075 ",5/13/22
2016,Allied,N," $40,098,064 ",11/23/22
2016,Nerve,N," $38,583,626 ",7/27/22
2016,Risen,N," $36,880,033 ",2/19/22
2016,The Nice Guys,N," $36,261,763 ",5/20/22
2016,The Boy,N," $35,819,556 ",1/22/22
2016,Dirty Grandpa,N," $35,593,113 ",1/22/22
2016,Ouija: Origin of Evil,N," $35,144,505 ",10/21/22
2016,The 5th Wave,N," $34,916,787 ",1/22/22
2016,Inferno,N," $34,343,574 ",10/28/22
2016,Mother's Day,N," $32,492,859 ",4/29/22
2016,Patriots Day,N," $31,886,361 ",12/21/22
2016,Gods of Egypt,N," $31,153,464 ",2/26/22
2016,Collateral Beauty,N," $31,016,021 ",12/16/22
2016,"Hail, Caesar!",N," $30,498,085 ",2/5/22
2016,When the Bough Breaks,N," $29,747,603 ",9/9/22
2016,Zoolander 2,N," $28,848,693 ",2/12/22
2016,Moonlight,N," $27,854,932 ",10/21/22
2016,The Finest Hours,N," $27,569,558 ",1/29/22
2016,Florence Foster Jenkins,N," $27,383,770 ",8/12/22
2016,Hell or High Water,N," $27,007,844 ",8/12/22
2016,The Forest,N," $26,594,261 ",1/8/22
2016,Ben-Hur,N," $26,410,477 ",8/19/22
2016,The Witch,N," $25,138,705 ",2/19/22
2016,Bridget Jones's Baby,N," $24,252,420 ",9/16/22
2016,Kevin Hart: What Now?,N," $23,591,043 ",10/14/22
2016,Whiskey Tango Foxtrot,N," $23,083,334 ",3/4/22
2016,Snowden,N," $21,587,519 ",9/16/22
2016,Mechanic: Resurrection,N," $21,218,403 ",8/26/22
2016,Free State of Jones,N," $20,810,036 ",6/24/22
2016,Blair Witch,N," $20,777,061 ",9/16/22
2016,God's Not Dead 2,N," $20,774,575 ",4/1/22
2016,Keanu,N," $20,591,853 ",4/29/22
2016,Middle School: The Worst Years of My Life,N," $20,007,149 ",10/7/22
2016,Nine Lives,N," $19,700,032 ",8/5/22
2016,Race,N," $19,206,207 ",2/19/22
2016,The Choice,N," $18,730,891 ",2/5/22
2016,Eye in the Sky,N," $18,704,595 ",3/11/22
2016,Bad Santa 2,N," $17,782,178 ",11/23/22
2016,Masterminds,N," $17,368,022 ",9/30/22
2016,Norm of the North,N," $17,062,499 ",1/15/22
2016,The Birth of a Nation,N," $15,861,566 ",10/7/22
2016,Eddie the Eagle,N," $15,789,389 ",2/26/22
2016,A Beautiful Planet,N," $15,650,615 ",4/29/22
2016,The Infiltrator,N," $15,436,808 ",7/13/22
2016,Keeping Up with the Joneses,N," $14,904,426 ",10/21/22
2016,Criminal,N," $14,708,696 ",4/15/22
2016,"Hello, My Name Is Doris",N," $14,444,999 ",3/11/22
2016,The Edge of Seventeen,N," $14,431,633 ",11/18/22
2016,Love & Friendship,N," $14,016,568 ",5/13/22
2016,Jackie,N," $13,960,394 ",12/2/22
2016,Hillary's America: The Secret History of the Democratic Party,N," $13,099,931 ",7/15/22
2016,Triple 9,N," $12,639,297 ",2/26/22
2016,The Light Between Oceans,N," $12,545,979 ",9/2/22
2016,Dangal,N," $12,391,761 ",12/21/22
2016,Fifty Shades of Black,N," $11,686,940 ",1/29/22
2016,No manches Frida,N," $11,528,613 ",9/2/22
2016,Café Society,N," $11,103,205 ",7/15/22
2016,Pride and Prejudice and Zombies,N," $10,938,134 ",2/5/22
2016,The Darkness,N," $10,753,574 ",5/13/22
2016,Nocturnal Animals,N," $10,663,357 ",11/18/22
2016,Live by Night,N," $10,378,555 ",12/25/22
2016,The Perfect Match,N," $9,669,521 ",3/11/22
2016,Popstar: Never Stop Never Stopping,N," $9,639,125 ",6/3/22
2016,Hardcore Henry,N," $9,252,038 ",4/8/22
2016,Meet the Blacks,N," $9,097,072 ",4/1/22
2016,Queen of Katwe,N," $8,874,389 ",9/23/22
2016,Ratchet & Clank,N," $8,821,329 ",4/29/22
2016,The Lobster,Y," $8,700,374 ",5/13/22
2016,The Wild Life,N," $8,005,586 ",9/9/22
2016,Loving,N," $7,751,969 ",11/4/22
2016,Silence,N," $7,100,177 ",12/23/22
2016,Shut In,N," $6,900,335 ",11/11/22
2016,The Brothers Grimsby,N," $6,874,837 ",3/11/22
2016,The Young Messiah,N," $6,490,401 ",3/11/22
2016,Southside with You,N," $6,304,223 ",8/26/22
2016,Sultan,N," $6,200,000 ",7/6/22
2016,Captain Fantastic,N," $5,879,835 ",7/8/22
2016,20th Century Women,N," $5,664,764 ",12/28/22
2016,Hunt for the Wilderpeople,N," $5,205,468 ",6/24/22
2016,Bleed for This,N," $5,083,906 ",11/18/22
2016,Incarnate,N," $4,799,774 ",12/2/22
2016,Absolutely Fabulous: The Movie,N," $4,772,155 ",7/22/22
2016,Hands of Stone,N," $4,712,792 ",8/26/22
2016,Don't Think Twice,N," $4,417,667 ",7/22/22
2016,The Meddler,Y," $4,267,218 ",4/22/22
2016,Ae Dil Hai Mushkil,N," $4,264,983 ",10/28/22
2016,A Hologram for the King,N," $4,212,494 ",4/22/22
2016,Swiss Army Man,N," $4,210,454 ",6/24/22
2016,Denial,N," $4,073,489 ",9/30/22
2016,Morgan,N," $3,915,251 ",9/2/22
2016,Kabali,N," $3,903,095 ",7/21/22
2016,The Man Who Knew Infinity,N," $3,866,794 ",4/29/22
2016,Where to Invade Next,N," $3,827,261 ",2/12/22
2016,Max Steel,N," $3,818,664 ",10/14/22
2016,Batman: The Killing Joke,N," $3,775,000 ",7/25/22
2016,A Monster Calls,N," $3,740,823 ",12/23/22
2016,Midnight Special,N," $3,712,282 ",3/18/22
2016,Rules Don't Apply,N," $3,652,206 ",11/23/22
2016,Miss Sloane,N," $3,500,605 ",11/25/22
2016,A Man Called Ove,N," $3,479,315 ",9/30/22
2016,Indignation,N," $3,401,155 ",7/29/22
2016,Everybody Wants Some!!,N," $3,400,278 ",3/30/22
2016,Maggie's Plan,N," $3,351,735 ",5/20/22
2016,Sing Street,N," $3,237,118 ",4/15/22
2016,The Mermaid,N," $3,232,685 ",2/19/22
2016,Green Room,N," $3,220,371 ",4/15/22
2016,The Eagle Huntress,N," $3,169,351 ",11/2/22
2016,Our Kind of Traitor,N," $3,153,157 ",7/1/22
2016,Compadres,N," $3,127,773 ",4/22/22
2016,The Other Side of the Door,N," $3,000,342 ",3/4/22
2016,Anthropoid,N," $2,964,845 ",8/12/22
2016,The Beatles: Eight Days a Week - The Touring Years,N," $2,930,414 ",9/15/22
2016,The Oscar Nominated Short Films 2016: Live Action,N," $2,816,816 ",1/29/22
2016,Ip Man 3,N," $2,679,437 ",1/22/22
2016,Miles Ahead,N," $2,610,896 ",4/1/22
2016,Kapoor & Sons,N," $2,607,036 ",3/18/22
2016,The Disappointments Room,N," $2,423,468 ",9/9/22
2016,Hillsong: Let Hope Rise,N," $2,394,386 ",9/16/22
2016,Dear Zindagi,N," $2,376,479 ",11/23/22
2016,Elle,N," $2,341,534 ",11/11/22
2016,A Aa,N," $2,313,043 ",6/1/22
2016,Fan,N," $2,300,000 ",4/15/22
2016,Paterson,N," $2,152,738 ",12/28/22
2016,Train to Busan,N," $2,129,768 ",7/22/22
2016,I'm Not Ashamed,N," $2,082,980 ",10/21/22
2015,Star Wars: Episode VII - The Force Awakens,N," $936,662,225 ",12/18/22
2015,Jurassic World,N," $652,270,625 ",6/12/22
2015,Avengers: Age of Ultron,N," $459,005,868 ",5/1/22
2015,Inside Out,N," $356,461,711 ",6/19/22
2015,Furious 7,N," $353,007,020 ",4/3/22
2015,Minions,N," $336,045,770 ",7/10/22
2015,The Hunger Games: Mockingjay - Part 2,N," $281,723,902 ",11/20/22
2015,The Martian,N," $228,433,663 ",10/2/22
2015,Cinderella,N," $201,151,353 ",3/13/22
2015,Spectre,N," $200,074,609 ",11/6/22
2015,Mission: Impossible - Rogue Nation,N," $195,042,377 ",7/31/22
2015,Pitch Perfect 2,N," $184,296,230 ",5/15/22
2015,The Revenant,N," $183,637,894 ",12/25/22
2015,Ant-Man,N," $180,202,163 ",7/17/22
2015,Home,N," $177,397,510 ",3/27/22
2015,Hotel Transylvania 2,N," $169,700,110 ",9/25/22
2015,Fifty Shades of Grey,N," $166,167,230 ",2/13/22
2015,The SpongeBob Movie: Sponge Out of Water,N," $162,994,032 ",2/6/22
2015,Straight Outta Compton,N," $161,197,785 ",8/14/22
2015,San Andreas,N," $155,190,832 ",5/29/22
2015,Mad Max: Fury Road,N," $153,636,354 ",5/15/22
2015,Daddy's Home,N," $150,357,137 ",12/25/22
2015,The Divergent Series: Insurgent,N," $130,179,072 ",3/20/22
2015,The Peanuts Movie,N," $130,178,411 ",11/6/22
2015,Kingsman: The Secret Service,N," $128,261,724 ",2/13/22
2015,The Good Dinosaur,N," $123,087,120 ",11/25/22
2015,Spy,N," $110,825,712 ",6/5/22
2015,Trainwreck,N," $110,212,700 ",7/17/22
2015,Creed,N," $109,767,581 ",11/25/22
2015,Tomorrowland,N," $93,436,322 ",5/22/22
2015,Get Hard,N," $90,411,453 ",3/27/22
2015,Terminator Genisys,N," $89,760,956 ",7/1/22
2015,Taken 3,N," $89,256,424 ",1/9/22
2015,Sisters,N," $87,044,645 ",12/18/22
2015,Alvin and the Chipmunks: The Road Chip,N," $85,886,987 ",12/18/22
2015,Maze Runner: The Scorch Trials,N," $81,697,192 ",9/18/22
2015,Ted 2,N," $81,476,385 ",6/26/22
2015,Goosebumps,N," $80,080,379 ",10/16/22
2015,Pixels,N," $78,747,585 ",7/24/22
2015,Paddington,N," $76,271,832 ",1/16/22
2015,The Intern,N," $75,764,672 ",9/25/22
2015,Bridge of Spies,N," $72,313,754 ",10/16/22
2015,Paul Blart: Mall Cop 2,N," $71,038,190 ",4/17/22
2015,The Big Short,N," $70,259,870 ",12/11/22
2015,War Room,N," $67,790,117 ",8/28/22
2015,Magic Mike XXL,N," $66,013,057 ",7/1/22
2015,The Visit,N," $65,206,105 ",9/11/22
2015,The Wedding Ringer,N," $64,460,211 ",1/16/22
2015,Black Mass,N," $62,575,678 ",9/18/22
2015,Vacation,N," $58,884,188 ",7/29/22
2015,The Perfect Guy,N," $57,027,435 ",9/11/22
2015,Joy,N," $56,451,232 ",12/25/22
2015,Fantastic Four,N," $56,117,548 ",8/7/22
2015,The Hateful Eight,N," $54,117,416 ",12/25/22
2015,Focus,N," $53,862,963 ",2/27/22
2015,Southpaw,N," $52,421,953 ",7/24/22
2015,Insidious: Chapter 3,N," $52,218,558 ",6/5/22
2015,Poltergeist,N," $47,425,125 ",5/22/22
2015,Jupiter Ascending,N," $47,387,723 ",2/6/22
2015,Sicario,N," $46,889,293 ",9/18/22
2015,The Man from U.N.C.L.E.,N," $45,445,109 ",8/14/22
2015,Spotlight,N," $45,055,776 ",11/6/22
2015,"McFarland, USA",N," $44,482,410 ",2/20/22
2015,The Gift,N," $43,787,265 ",8/7/22
2015,Everest,N," $43,482,270 ",9/18/22
2015,The Night Before,N," $43,047,372 ",11/20/22
2015,Krampus,N," $42,725,475 ",12/4/22
2015,Max,N," $42,656,255 ",6/26/22
2015,The Age of Adaline,N," $42,629,776 ",4/24/22
2015,Brooklyn,N," $38,322,743 ",11/4/22
2015,The Longest Ride,N," $37,446,117 ",4/10/22
2015,The Boy Next Door,N," $35,423,380 ",1/23/22
2015,Pan,N," $35,088,320 ",10/9/22
2015,Hot Pursuit,N," $34,580,201 ",5/8/22
2015,Concussion,N," $34,542,474 ",12/25/22
2015,The DUFF,N," $34,030,343 ",2/20/22
2015,Woman in Gold,N," $33,307,793 ",4/1/22
2015,The Second Best Exotic Marigold Hotel,N," $33,078,266 ",3/6/22
2015,Unfriended,N," $32,482,090 ",4/17/22
2015,Entourage,N," $32,363,404 ",6/3/22
2015,Paper Towns,N," $32,000,304 ",7/24/22
2015,Chappie,N," $31,569,268 ",3/6/22
2015,Crimson Peak,N," $31,090,320 ",10/16/22
2015,A Walk in the Woods,N," $29,504,281 ",9/2/22
2015,Point Break,N," $28,782,481 ",12/25/22
2015,Sinister 2,N," $27,740,955 ",8/21/22
2015,The Last Witch Hunter,N," $27,367,660 ",10/23/22
2015,No Escape,N," $27,288,872 ",8/26/22
2015,Ricki and the Flash,N," $26,822,144 ",8/7/22
2015,The Woman in Black 2: Angel of Death,N," $26,501,323 ",1/2/22
2015,Run All Night,N," $26,461,644 ",3/13/22
2015,Love the Coopers,N," $26,302,731 ",11/13/22
2015,The Lazarus Effect,N," $25,801,570 ",2/27/22
2015,Ex Machina,N," $25,442,958 ",4/10/22
2015,In the Heart of the Sea,N," $25,020,758 ",12/11/22
2015,The Gallows,N," $22,764,410 ",7/10/22
2015,Hitman: Agent 47,N," $22,467,450 ",8/21/22
2015,Project Almanac,N," $22,348,241 ",1/30/22
2015,Black or White,N," $21,571,189 ",1/30/22
2015,Aloha,N," $21,067,116 ",5/29/22
2015,Secret in Their Eyes,N," $20,180,155 ",11/20/22
2015,Shaun the Sheep Movie,N," $19,375,982 ",8/5/22
2015,Still Alice,N," $18,754,371 ",1/16/22
2015,Paranormal Activity: The Ghost Dimension,N," $18,300,124 ",10/23/22
2015,Steve Jobs,N," $17,766,658 ",10/9/22
2015,Mr. Holmes,N," $17,737,646 ",7/17/22
2015,Dope,N," $17,506,470 ",6/19/22
2015,Seventh Son,N," $17,223,265 ",2/6/22
2015,Monkey Kingdom,N," $16,432,322 ",4/17/22
2015,The Transporter Refueled,N," $16,029,670 ",9/4/22
2015,Room,N," $14,677,654 ",10/16/22
2015,It Follows,N," $14,674,076 ",3/13/22
2015,American Ultra,N," $14,440,985 ",8/21/22
2015,Woodlawn,N," $14,394,097 ",10/16/22
2015,Burnt,N," $13,651,946 ",10/30/22
2015,Do You Believe?,N," $12,985,600 ",3/20/22
2015,Carol,N," $12,711,491 ",11/20/22
2015,Love & Mercy,N," $12,551,031 ",6/5/22
2015,Strange Magic,N," $12,429,583 ",1/23/22
2015,Hot Tub Time Machine 2,N," $12,314,651 ",2/20/22
2015,Self/less,N," $12,279,691 ",7/10/22
2015,Far from the Madding Crowd,N," $12,236,500 ",5/1/22
2015,The 33,N," $12,227,722 ",11/13/22
2015,The Danish Girl,N," $11,114,018 ",11/27/22
2015,The Gunman,N," $10,664,749 ",3/20/22
2015,Unfinished Business,N," $10,219,501 ",3/6/22
2015,The Walk,N," $10,137,502 ",9/30/22
2015,The Lady in the Van,N," $10,021,175 ",12/4/22
2015,Huevos: Little Rooster's Egg-cellent Adventure,N," $9,080,818 ",9/4/22
2015,Amy,N," $8,413,144 ",7/3/22
2015,Bajrangi Bhaijaan,N," $8,178,001 ",7/17/22
2015,"Dragon Ball Z: Resurrection ""F""",N," $8,008,363 ",8/4/22
2015,Blackhat,N," $8,005,980 ",1/16/22
2015,Trumbo,N," $7,857,741 ",11/6/22
2015,Mortdecai,N," $7,696,134 ",1/23/22
2015,While We're Young,N," $7,587,485 ",3/27/22
2015,I'll See You in My Dreams,N," $7,449,681 ",5/15/22
2015,The Green Inferno,N," $7,192,291 ",9/25/22
2015,Our Brand Is Crisis,N," $7,002,261 ",10/30/22
2015,Grandma,N," $6,980,524 ",8/21/22
2015,Me and Earl and the Dying Girl,N," $6,758,416 ",6/12/22
2015,Baahubali: The Beginning,N," $6,738,000 ",7/9/22
2015,Bajirao Mastani,N," $6,557,047 ",12/18/22
2015,Little Boy,N," $6,485,961 ",4/24/22
2015,The Loft,N," $6,002,684 ",1/30/22
2015,Victor Frankenstein,N," $5,775,076 ",11/25/22
2015,Danny Collins,N," $5,637,066 ",3/20/22
2015,Dilwale,N," $4,871,263 ",12/17/22
2015,90 Minutes in Heaven,N," $4,842,699 ",9/11/22
2015,True Story,N," $4,719,695 ",4/17/22
2015,Suffragette,N," $4,702,420 ",10/23/22
2015,Prem Ratan Dhan Payo,N," $4,364,639 ",11/12/22
2015,45 Years,N," $4,247,285 ",12/23/22
2015,The Water Diviner,N," $4,196,641 ",4/24/22
2015,Irrational Man,N," $4,030,360 ",7/17/22
2015,Anomalisa,N," $3,759,286 ",12/30/22
2015,Scouts Guide to the Zombie Apocalypse,N," $3,703,046 ",10/30/22
2015,A la mala,N," $3,629,842 ",2/27/22
2015,Spare Parts,N," $3,618,912 ",1/16/22
2015,We Are Your Friends,N," $3,591,417 ",8/28/22
2015,What We Do in the Shadows,N," $3,469,224 ",2/13/22
2015,Learning to Drive,N," $3,447,633 ",8/21/22
2015,Phoenix,N," $3,184,472 ",7/24/22
2015,Wild Tales,N," $3,106,530 ",2/20/22
2015,Dil Dhadakne Do,N," $3,066,100 ",6/5/22
2015,Ladrones,N," $3,063,505 ",10/9/22
2015,Tanu Weds Manu Returns,N," $3,043,479 ",5/22/22
2015,Rock the Kasbah,N," $3,020,664 ",10/23/22
2015,The End of the Tour,N," $3,002,884 ",7/31/22
2015,Youth,N," $2,703,296 ",12/4/22
2015,He Named Me Malala,N," $2,668,936 ",10/2/22
2015,Chi-Raq,N," $2,653,032 ",12/4/22
2015,Captive,N," $2,583,301 ",9/18/22
2015,Truth,N," $2,541,854 ",10/16/22
2015,Mistress America,N," $2,500,431 ",8/14/22
2015,Pawn Sacrifice,N," $2,436,633 ",9/16/22
2015,The Oscar Nominated Short Films 2015: Live Action,N," $2,412,593 ",1/30/22
2015,Meru,N," $2,334,228 ",8/14/22
2015,WARx2,N," $2,310,625 ",9/18/22
2015,My All-American,N," $2,246,000 ",11/13/22
2015,Jem and the Holograms,N," $2,184,640 ",10/23/22
2015,Tamasha,N," $2,065,487 ",11/25/22
2015,Cake,N," $1,951,776 ",1/23/22
2015,Old Fashioned,N," $1,914,090 ",2/6/22
2015,Assassination,N," $1,904,682 ",8/7/22
2015,Game of Thrones Season 4 Finale,N," $1,896,092 ",1/30/22
2015,Legend,N," $1,872,994 ",11/20/22
2015,Clouds of Sils Maria,N," $1,851,517 ",4/10/22
2015,Testament of Youth,N," $1,822,250 ",6/5/22
2015,Piku,N," $1,801,807 ",5/8/22
2015,The Vatican Tapes,N," $1,784,763 ",7/24/22
2015,Son of Saul,N," $1,777,043 ",12/18/22
2015,Meet the Patels,N," $1,700,681 ",9/11/22
2015,Back To The Future Day,Y," $1,650,000 ",10/21/22
2015,The Letters,N," $1,647,416 ",12/4/22
2015,The Diary of a Teenage Girl,N," $1,477,002 ",8/7/22
2015,I,N," $1,449,232 ",1/13/22
2015,Infinitely Polar Bear,N," $1,430,655 ",6/19/22
2015,Mr. Six,N," $1,415,450 ",12/24/22
2015,99 Homes,N," $1,411,927 ",9/25/22
2014,American Sniper,N," $350,126,372 ",12/25/22
2014,The Hunger Games: Mockingjay - Part 1,N," $337,135,885 ",11/21/22
2014,Guardians of the Galaxy,N," $333,176,600 ",8/1/22
2014,Captain America: The Winter Soldier,N," $259,766,572 ",4/4/22
2014,The Lego Movie,N," $257,760,692 ",2/7/22
2014,The Hobbit: The Battle of the Five Armies,N," $255,119,788 ",12/17/22
2014,Transformers: Age of Extinction,N," $245,439,076 ",6/27/22
2014,Maleficent,N," $241,410,378 ",5/30/22
2014,X-Men: Days of Future Past,N," $233,921,534 ",5/23/22
2014,Big Hero 6,N," $222,527,828 ",11/7/22
2014,Dawn of the Planet of the Apes,N," $208,545,589 ",7/11/22
2014,The Amazing Spider-Man 2,N," $202,853,933 ",5/2/22
2014,Godzilla,N," $200,676,069 ",5/16/22
2014,22 Jump Street,N," $191,719,337 ",6/13/22
2014,Teenage Mutant Ninja Turtles,N," $191,204,754 ",8/8/22
2014,Interstellar,N," $188,020,017 ",11/5/22
2014,How to Train Your Dragon 2,N," $177,002,924 ",6/13/22
2014,Gone Girl,N," $167,767,189 ",10/3/22
2014,Divergent,N," $150,947,895 ",3/21/22
2014,Neighbors,N," $150,157,400 ",5/9/22
2014,Ride Along,N," $134,938,200 ",1/17/22
2014,Rio 2,N," $131,538,435 ",4/11/22
2014,Into the Woods,N," $128,002,372 ",12/25/22
2014,Lucy,N," $126,663,600 ",7/25/22
2014,The Fault in Our Stars,N," $124,872,350 ",6/6/22
2014,Unbroken,N," $115,637,895 ",12/25/22
2014,Night at the Museum: Secret of the Tomb,N," $113,746,621 ",12/19/22
2014,Mr. Peabody & Sherman,N," $111,506,430 ",3/7/22
2014,300: Rise of an Empire,N," $106,580,051 ",3/7/22
2014,The Maze Runner,N," $102,427,862 ",9/19/22
2014,The Equalizer,N," $101,530,738 ",9/26/22
2014,Noah,N," $101,200,044 ",3/28/22
2014,Edge of Tomorrow,N," $100,206,256 ",6/6/22
2014,Non-Stop,N," $92,168,600 ",2/28/22
2014,Heaven Is for Real,N," $91,443,253 ",4/16/22
2014,The Imitation Game,N," $91,125,683 ",11/28/22
2014,Dumb and Dumber To,N," $86,208,010 ",11/14/22
2014,Annie,N," $85,911,262 ",12/19/22
2014,Fury,N," $85,817,906 ",10/17/22
2014,Tammy,N," $84,525,432 ",7/2/22
2014,Annabelle,N," $84,273,813 ",10/3/22
2014,The Other Woman,N," $83,911,193 ",4/25/22
2014,Penguins of Madagascar,N," $83,850,911 ",11/26/22
2014,Let's Be Cops,N," $82,390,774 ",8/13/22
2014,The Monuments Men,N," $78,031,620 ",2/7/22
2014,Hercules,N," $72,688,614 ",7/25/22
2014,The Purge: Anarchy,N," $71,962,800 ",7/18/22
2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",N," $66,954,149 ",10/10/22
2014,Think Like a Man Too,N," $65,182,182 ",6/20/22
2014,Exodus: Gods and Kings,N," $65,014,513 ",12/12/22
2014,The Nut Job,N," $64,251,541 ",1/17/22
2014,God's Not Dead,N," $60,755,732 ",3/21/22
2014,Son of God,N," $59,700,064 ",2/28/22
2014,The Grand Budapest Hotel,N," $59,301,324 ",3/7/22
2014,Planes: Fire & Rescue,N," $59,165,787 ",7/18/22
2014,RoboCop,N," $58,607,007 ",2/12/22
2014,Dracula Untold,N," $56,280,355 ",10/10/22
2014,Horrible Bosses 2,N," $54,445,357 ",11/26/22
2014,The Hundred-Foot Journey,N," $54,240,821 ",8/8/22
2014,No Good Deed,N," $52,543,632 ",9/12/22
2014,Selma,N," $52,076,908 ",12/25/22
2014,Muppets Most Wanted,N," $51,183,113 ",3/21/22
2014,Ouija,N," $50,856,010 ",10/24/22
2014,The Boxtrolls,N," $50,837,305 ",9/26/22
2014,Jack Ryan: Shadow Recruit,N," $50,577,412 ",1/17/22
2014,If I Stay,N," $50,474,843 ",8/22/22
2014,The Book of Life,N," $50,151,543 ",10/17/22
2014,About Last Night,N," $48,637,684 ",2/14/22
2014,Into the Storm,N," $47,602,194 ",8/8/22
2014,The Judge,N," $47,119,388 ",10/10/22
2014,Jersey Boys,N," $47,047,013 ",6/20/22
2014,Blended,N," $46,294,610 ",5/23/22
2014,The Giver,N," $45,090,374 ",8/15/22
2014,St. Vincent,N," $44,137,712 ",10/10/22
2014,Need for Speed,N," $43,577,636 ",3/14/22
2014,A Million Ways to Die in the West,N," $43,139,300 ",5/30/22
2014,John Wick,N," $43,037,835 ",10/24/22
2014,Birdman or (The Unexpected Virtue of Ignorance),N," $42,340,598 ",10/17/22
2014,Dolphin Tale 2,N," $42,024,533 ",9/12/22
2014,The Expendables 3,N," $39,322,544 ",8/15/22
2014,Earth to Echo,N," $38,934,842 ",7/2/22
2014,Sex Tape,N," $38,543,473 ",7/18/22
2014,Wild,N," $37,880,356 ",12/3/22
2014,Million Dollar Arm,N," $36,457,627 ",5/16/22
2014,The Theory of Everything,N," $35,893,537 ",11/7/22
2014,This Is Where I Leave You,N," $34,296,320 ",9/19/22
2014,The Gambler,N," $33,680,992 ",12/25/22
2014,Paranormal Activity: The Marked Ones,N," $32,462,372 ",1/3/22
2014,Nightcrawler,N," $32,381,217 ",10/31/22
2014,Chef,N," $31,424,003 ",5/9/22
2014,Get on Up,N," $30,703,100 ",8/1/22
2014,3 Days to Kill,N," $30,697,999 ",2/21/22
2014,Deliver Us from Evil,N," $30,577,122 ",7/2/22
2014,When the Game Stands Tall,N," $30,127,963 ",8/22/22
2014,Draft Day,N," $28,842,237 ",4/11/22
2014,Oculus,N," $27,695,246 ",4/11/22
2014,The Best of Me,N," $26,766,213 ",10/17/22
2014,A Walk Among the Tombstones,N," $26,307,600 ",9/19/22
2014,That Awkward Moment,N," $26,068,955 ",1/31/22
2014,Boyhood,N," $25,352,281 ",7/11/22
2014,Top Five,N," $25,317,471 ",12/12/22
2014,The November Man,N," $25,018,119 ",8/27/22
2014,Endless Love,N," $23,438,250 ",2/14/22
2014,Pompeii,N," $23,219,748 ",2/21/22
2014,Transcendence,N," $23,022,309 ",4/18/22
2014,"As Above, So Below",N," $21,321,100 ",8/29/22
2014,Brick Mansions,N," $20,396,829 ",4/25/22
2014,"I, Frankenstein",N," $19,075,290 ",1/24/22
2014,The Legend of Hercules,N," $18,848,538 ",1/10/22
2014,Bears,N," $17,780,194 ",4/18/22
2014,Addicted,N," $17,390,770 ",10/10/22
2014,A Haunted House 2,N," $17,329,486 ",4/18/22
2014,A Most Wanted Man,N," $17,237,855 ",7/25/22
2014,Begin Again,N," $16,170,632 ",6/27/22
2014,The Single Moms Club,N," $15,973,881 ",3/14/22
2014,Devil's Due,N," $15,821,461 ",1/17/22
2014,And So It Goes,N," $15,160,801 ",7/25/22
2014,Step Up All In,N," $14,904,384 ",8/8/22
2014,Beyond the Lights,N," $14,618,727 ",11/14/22
2014,Big Eyes,N," $14,482,031 ",12/25/22
2014,America: Imagine the World Without Her,N," $14,444,502 ",6/27/22
2014,Left Behind,N," $14,019,924 ",10/3/22
2014,Sin City: A Dame to Kill For,N," $13,757,804 ",8/22/22
2014,Labor Day,N," $13,371,528 ",1/31/22
2014,Whiplash,N," $13,092,000 ",10/10/22
2014,Winter's Tale,N," $12,600,231 ",2/14/22
2014,Foxcatcher,N," $12,096,300 ",11/14/22
2014,Island of Lemurs: Madagascar,N," $11,272,213 ",4/4/22
2014,Belle,N," $10,726,630 ",5/2/22
2014,The Drop,N," $10,724,389 ",9/12/22
2014,PK,N," $10,616,104 ",12/19/22
2014,Magic in the Moonlight,N," $10,539,326 ",7/25/22
2014,Sabotage,N," $10,508,518 ",3/28/22
2014,Moms' Night Out,N," $10,429,707 ",5/9/22
2014,The Quiet Ones,N," $8,509,867 ",4/25/22
2014,Legends of Oz: Dorothy's Return,N," $8,462,347 ",5/9/22
2014,Inherent Vice,N," $8,110,975 ",12/12/22
2014,Vampire Academy,N," $7,791,979 ",2/7/22
2014,Bad Words,N," $7,779,614 ",3/14/22
2014,Cantinflas,N," $6,382,924 ",8/29/22
2014,The Interview,N," $6,105,175 ",12/25/22
2014,Meet the Mormons,N," $6,047,363 ",10/10/22
2014,A Most Violent Year,N," $5,749,134 ",12/31/22
2014,Cesar Chavez,Y," $5,571,497 ",3/28/22
2014,The Skeleton Twins,N," $5,284,309 ",9/12/22
2014,The Wind Rises,N," $5,209,580 ",2/21/22
2014,Snowpiercer,N," $4,563,650 ",6/27/22
2014,The Railway Man,N," $4,438,438 ",4/11/22
2014,Dear White People,N," $4,404,154 ",10/17/22
2014,The Lunchbox,Y," $4,235,151 ",2/28/22
2014,My Old Lady,N," $4,013,786 ",9/10/22
2014,Mr. Turner,N," $3,958,500 ",12/19/22
2014,Ida,N," $3,827,060 ",5/2/22
2014,Fading Gigolo,N," $3,769,873 ",4/18/22
2014,Calvary,N," $3,600,006 ",8/1/22
