Release Year,Movie,Rerelease,Domestic Gross,Release Date
2021,Spider-Man: No Way Home,N," $804,793,477 ",12/17/22
2021,Shang-Chi and the Legend of the Ten Rings,N," $224,543,292 ",9/3/22
2021,Venom: Let There Be Carnage,N," $213,550,366 ",10/1/22
2021,Black Widow,N," $183,651,655 ",7/9/22
2021,F9: The Fast Saga,N," $173,005,945 ",6/25/22
2021,Eternals,N," $164,870,234 ",11/5/22
2021,Sing 2,N," $162,790,990 ",12/22/22
2021,No Time to Die,N," $160,891,007 ",10/8/22
2021,A Quiet Place Part II,N," $160,072,261 ",5/28/22
2021,Ghostbusters: Afterlife,N," $129,360,575 ",11/19/22
2021,Free Guy,N," $121,626,598 ",8/13/22
2021,Jungle Cruise,N," $116,987,516 ",7/30/22
2021,Dune,N," $108,327,830 ",10/22/22
2021,Godzilla vs. Kong,N," $100,916,094 ",3/31/22
2021,Encanto,N," $96,093,622 ",11/24/22
2021,Halloween Kills,N," $92,002,155 ",10/15/22
2021,Cruella,N," $86,103,234 ",5/28/22
2021,Space Jam: A New Legacy,N," $70,592,228 ",7/16/22
2021,The Conjuring: The Devil Made Me Do It,N," $65,631,050 ",6/4/22
2021,Candyman,N," $61,186,570 ",8/27/22
2021,The Boss Baby 2: Family Business,N," $57,300,280 ",7/2/22
2021,The Addams Family 2,N," $56,489,153 ",10/1/22
2021,The Suicide Squad,N," $55,817,425 ",8/6/22
2021,Raya and the Last Dragon,N," $54,723,032 ",3/5/22
2021,House of Gucci,N," $53,809,574 ",11/24/22
2021,Demon Slayer the Movie: Mugen Train,N," $49,505,008 ",4/23/22
2021,Clifford the Big Red Dog,N," $48,947,356 ",11/10/22
2021,Old,N," $48,276,510 ",7/23/22
2021,Tom & Jerry,N," $46,536,687 ",2/26/22
2021,The Forever Purge,N," $44,539,245 ",7/2/22
2021,Mortal Kombat,N," $42,326,031 ",4/23/22
2021,Peter Rabbit 2: The Runaway,N," $40,501,717 ",6/11/22
2021,PAW Patrol: The Movie,N," $40,127,371 ",8/20/22
2021,West Side Story,N," $38,530,322 ",12/10/22
2021,Hitman's Wife's Bodyguard,N," $38,014,727 ",6/16/22
2021,The Matrix Resurrections,N," $37,686,805 ",12/22/22
2021,The King's Man,N," $37,176,373 ",12/22/22
2021,Don't Breathe 2,N," $32,712,950 ",8/13/22
2021,In the Heights,N," $29,975,167 ",6/11/22
2021,Snake Eyes,N," $28,264,325 ",7/23/22
2021,Nobody,N," $27,568,035 ",3/26/22
2021,Wrath of Man,N," $27,466,489 ",5/7/22
2021,American Underdog,N," $26,514,814 ",12/25/22
2021,Escape Room: Tournament of Champions,N," $25,314,753 ",7/16/22
2021,Respect,N," $24,278,399 ",8/13/22
2021,Spiral,N," $23,216,862 ",5/14/22
2021,Ron's Gone Wrong,N," $23,009,270 ",10/22/22
2021,Spirit Untamed,N," $17,716,215 ",6/4/22
2021,Licorice Pizza,N," $17,318,007 ",11/26/22
2021,The Green Knight,N," $17,173,321 ",7/30/22
2021,Resident Evil: Welcome to Raccoon City,N," $17,000,612 ",11/24/22
2021,The French Dispatch,N," $16,124,375 ",10/22/22
2021,The Marksman,N," $15,566,093 ",1/15/22
2021,The Unholy,N," $15,532,137 ",4/2/22
2021,The Little Things,N," $15,342,746 ",1/29/22
2021,King Richard,N," $15,129,285 ",11/19/22
2021,Dear Evan Hansen,N," $15,002,646 ",9/24/22
2021,Stillwater,N," $14,465,535 ",7/30/22
2021,Christmas with the Chosen: The Messengers,N," $13,728,000 ",12/1/22
2021,Malignant,N," $13,391,791 ",9/10/22
2021,Chaos Walking,N," $13,287,908 ",3/5/22
2021,My Hero Academia: World Heroes' Mission,N," $12,271,658 ",10/29/22
2021,Nightmare Alley,N," $11,338,107 ",12/17/22
2021,The Last Duel,N," $10,853,945 ",10/15/22
2021,Antlers,N," $10,619,670 ",10/29/22
2021,Cry Macho,N," $10,310,734 ",9/17/22
2021,Last Night in Soho,N," $10,127,625 ",10/29/22
2021,Belfast,N," $9,250,870 ",11/12/22
2021,The Many Saints of Newark,N," $8,237,403 ",10/1/22
2021,The Protégé,N," $7,446,823 ",8/20/22
2021,Those Who Wish Me Dead,N," $7,407,200 ",5/14/22
2021,The Night House,N," $7,100,581 ",8/20/22
2021,Spencer,N," $7,086,632 ",11/5/22
2021,The Courier,N," $6,613,432 ",3/19/22
2021,A Journal for Jordan,N," $6,545,174 ",12/25/22
2021,Judas and the Black Messiah,N," $5,478,009 ",2/12/22
2021,Roadrunner: A Film About Anthony Bourdain,N," $5,354,970 ",7/16/22
2021,Copshop,N," $5,213,243 ",9/17/22
2021,Zola,N," $4,844,399 ",6/30/22
2021,Separation,N," $4,509,143 ",4/30/22
2021,Boogie,N," $4,178,620 ",3/5/22
2021,'83,N," $4,055,660 ",12/23/22
2021,Reminiscence,N," $3,900,193 ",8/20/22
2021,Nomadland,N," $3,700,000 ",2/19/22
2021,12 Mighty Orphans,N," $3,689,637 ",6/11/22
2021,Sooryavanshi,N," $3,547,776 ",11/5/22
2021,Pig,N," $3,186,668 ",7/16/22
2021,The Girl Who Believes in Miracles,N," $3,163,362 ",4/2/22
2021,Voyagers,N," $3,149,935 ",4/9/22
2021,Minari,N," $3,110,580 ",2/12/22
2021,Dream Horse,N," $2,913,328 ",5/21/22
2021,The House Next Door: Meet the Blacks 2,N," $2,893,660 ",6/11/22
2021,Here Today,N," $2,807,494 ",5/7/22
2021,Finding You,N," $2,753,985 ",5/14/22
2021,Lamb,N," $2,676,410 ",10/8/22
2021,The Card Counter,N," $2,657,850 ",9/10/22
2021,Land,N," $2,577,830 ",2/12/22
2021,The Eyes of Tammy Faye,N," $2,404,127 ",9/17/22
2021,Drive My Car,N," $2,352,240 ",11/24/22
2021,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",N," $2,320,649 ",6/25/22
2021,Parallel Mothers,N," $2,297,501 ",12/24/22
2021,Scoob!,N," $2,188,425 ",5/21/22
2021,After We Fell,N," $2,170,750 ",9/10/22
2021,The Father,N," $2,122,771 ",2/26/22
2021,Queen Bees,N," $1,926,706 ",6/11/22
2021,C'mon C'mon,N," $1,863,674 ",11/19/22
2021,Show Me the Father,N," $1,803,226 ",9/10/22
2021,Honsla Rakh,N," $1,800,000 ",10/15/22
2021,Profile,N," $1,744,740 ",5/14/22
2021,Titane,N," $1,442,988 ",10/1/22
2021,Together Together,N," $1,437,938 ",4/23/22
2021,Joe Bell,N," $1,405,488 ",7/23/22
2021,Pushpa: The Rise - Part 1,N," $1,320,000 ",12/17/22
2021,Wrong Turn,N," $1,251,184 ",1/26/22
2021,God's Not Dead: We the People,N," $1,170,367 ",10/4/22
2021,In the Earth,N," $1,113,723 ",4/16/22
2021,The Rescue,N," $1,060,556 ",10/8/22
2021,Sword Art Online: Progressive - Aria of a Starless Night,N," $1,050,000 ",12/3/22
2021,True to the Game 3,N," $1,038,255 ",12/3/22
2021,Red Rocket,N," $1,023,086 ",12/10/22
2021,Long Weekend,N," $1,018,532 ",3/12/22
2021,The Jesus Music,N," $1,016,725 ",10/1/22
2021,Love Story,N," $971,000 ",9/24/22
2021,An Egg Rescue,N," $927,154 ",8/27/22
2021,Witnesses,N," $855,765 ",6/4/22
2021,The Alpinist,N," $844,743 ",9/10/22
2021,Four Good Days,N," $837,849 ",4/30/22
2021,The Mauritanian,N," $836,536 ",2/12/22
2021,Harry Potter and the Sorcerer's Stone,Y," $799,342 ",8/27/22
2021,National Lampoon's Christmas Vacation,Y," $787,445 ",1/1/22
2021,L'Arracheuse de temps,N," $750,623 ",11/19/22
2021,French Exit,N," $741,895 ",2/12/22
2021,Nine Days,N," $694,849 ",7/30/22
2021,Aline,N," $667,815 ",11/26/22
2021,Our Friend,N," $663,725 ",1/22/22
2021,The Sparks Brothers,N," $648,665 ",6/18/22
2021,Chal Mera Putt 3,N," $644,000 ",10/1/22
2021,"If I Can't Have Love, I Want Power",N," $626,946 ",8/25/22
2021,The Matrix,Y," $596,998 ",12/6/22
2021,Werewolves Within,N," $575,783 ",6/25/22
2021,City of Lies,N," $572,493 ",3/19/22
2021,Anita,N," $556,632 ",11/12/22
2021,Abominable,Y," $554,000 ",1/22/22
2021,The Truffle Hunters,N," $521,202 ",3/5/22
2021,For the Love of Money,N," $480,774 ",11/24/22
2021,National Champions,N," $475,488 ",12/10/22
2021,Most Eligible Bachelor,N," $470,000 ",10/15/22
2021,Top Gun,Y," $457,577 ",5/14/22
2021,The Lost Leonardo,N," $445,740 ",8/13/22
2021,2021 Oscar Nominated Short Films: Live Action,N," $443,050 ",4/2/22
2021,Flag Day,N," $424,667 ",8/20/22
2021,Willy's Wonderland,N," $418,286 ",2/12/22
2021,Crisis,N," $404,738 ",2/26/22
2021,Julia,N," $399,811 ",11/12/22
2021,The Metropolitan Opera HD Live: Mussorgsky: Boris Godunov,N," $387,000 ",10/8/22
2021,Raging Fire,N," $385,305 ",8/13/22
2021,The Water Man,N," $383,234 ",5/7/22
2021,Ghost in the Shell,Y," $373,169 ",9/17/22
2021,The Dry,N," $364,237 ",5/21/22
2021,Benedetta,N," $354,481 ",12/3/22
2021,Bo Gia,N," $350,000 ",5/28/22
2021,Escape from Mogadishu,N," $346,271 ",8/6/22
2021,Flee,N," $339,754 ",12/3/22
2021,The Emperor's New Groove,Y," $334,000 ",1/15/22
2021,Final Account,N," $308,976 ",5/21/22
2021,New Order,N," $303,556 ",5/21/22
2021,Ends of the Earth,N," $286,356 ",10/18/22
2021,Blithe Spirit,N," $282,500 ",2/19/22
2021,American Skin,N," $282,332 ",1/15/22
2021,I'm Your Man,N," $275,155 ",9/24/22
2021,A Mouthful of Air,N," $269,435 ",10/29/22
2021,Rita Moreno: Just a Girl Who Decided to Go for It,N," $264,626 ",6/18/22
2021,Once I Was Engaged,N," $254,775 ",7/21/22
2021,Becoming Cousteau,N," $231,687 ",10/22/22
2021,Limbo,N," $224,405 ",4/30/22
2021,Together,N," $214,390 ",8/27/22
2021,La Piscine,Y," $211,467 ",5/14/22
2021,Ailey,N," $204,513 ",7/23/22
2021,The Witches,N," $203,571 ",12/25/22
2021,Groundhog Day,Y," $200,989 ",1/29/22
2021,The Resort,N," $191,996 ",4/30/22
2021,Kaamelott: First Installment,N," $188,000 ",7/23/22
2021,"My Country, My Parents",N," $177,133 ",10/8/22
2021,Earwig and the Witch,N," $173,704 ",2/3/22
2021,I Carry You with Me,N," $166,403 ",6/25/22
2021,Une révision,N," $161,074 ",11/5/22
2021,A Writer's Odyssey,N," $160,013 ",2/12/22
2021,Shiva Baby,N," $159,294 ",4/2/22
2020,Bad Boys for Life,N," $206,305,244 ",1/17/22
2020,Sonic the Hedgehog,N," $148,974,665 ",2/14/22
2020,Birds of Prey,N," $84,158,461 ",2/7/22
2020,The Invisible Man,N," $70,410,000 ",2/28/22
2020,The Call of the Wild,N," $62,342,368 ",2/21/22
2020,Onward,N," $61,555,145 ",3/6/22
2020,The Croods: A New Age,N," $58,568,815 ",11/25/22
2020,Tenet,N," $58,504,105 ",9/3/22
2020,Wonder Woman 1984,N," $46,801,036 ",12/25/22
2020,The Gentlemen,N," $36,471,795 ",1/24/22
2020,Fantasy Island,N," $27,309,289 ",2/14/22
2020,The New Mutants,N," $23,852,659 ",8/28/22
2020,Like a Boss,N," $22,169,514 ",1/10/22
2020,The War with Grandpa,N," $21,277,892 ",10/9/22
2020,The Grudge,N," $21,221,803 ",1/3/22
2020,Unhinged,N," $20,831,465 ",8/14/22
2020,The Photograph,N," $20,578,185 ",2/14/22
2020,Underwater,N," $17,291,078 ",1/10/22
2020,The Turning,N," $15,472,775 ",1/24/22
2020,Gretel & Hansel,N," $15,347,654 ",1/31/22
2020,Monster Hunter,N," $15,162,470 ",12/18/22
2020,Honest Thief,N," $14,163,574 ",10/9/22
2020,The Way Back,N," $13,590,514 ",3/6/22
2020,My Hero Academia: Heroes Rising,N," $13,304,000 ",2/26/22
2020,News of the World,N," $12,668,325 ",12/25/22
2020,Brahms: The Boy II,N," $12,611,536 ",2/21/22
2020,Bloodshot,N," $12,561,824 ",3/13/22
2020,Impractical Jokers: The Movie,N," $10,691,091 ",2/21/22
2020,Come Play,N," $10,475,990 ",10/30/22
2020,Emma.,N," $10,055,355 ",2/21/22
2020,I Still Believe,N," $9,868,521 ",3/13/22
2020,Let Him Go,N," $9,358,025 ",11/6/22
2020,Freaky,N," $9,030,855 ",11/13/22
2020,Downhill,N," $8,287,061 ",2/14/22
2020,Weathering with You,N," $8,056,636 ",1/15/22
2020,Promising Young Woman,N," $6,460,965 ",12/25/22
2020,Fatale,N," $6,306,897 ",12/18/22
2020,The Hunt,N," $5,812,500 ",3/13/22
2020,The Rhythm Section,N," $5,437,971 ",1/31/22
2020,Hocus Pocus,Y," $4,828,000 ",10/2/22
2020,The SpongeBob Movie: Sponge on the Run,N," $4,810,790 ",8/14/22
2020,The Broken Hearts Gallery,N," $4,067,442 ",9/11/22
2020,Infidel,N," $4,051,990 ",9/18/22
2020,Bill & Ted Face the Music,N," $3,439,660 ",8/28/22
2020,2020 Oscar Nominated Short Films,N," $3,306,611 ",1/31/22
2020,The Empty Man,N," $2,992,948 ",10/23/22
2020,My Boyfriend's Meds,N," $2,971,116 ",2/21/22
2020,The Last Full Measure,N," $2,949,212 ",1/24/22
2020,Words on Bathroom Walls,N," $2,542,518 ",8/21/22
2020,Star Wars: Episode V - The Empire Strikes Back,Y," $2,482,000 ",7/10/22
2020,After We Collided,N," $2,386,483 ",10/23/22
2020,The Nightmare Before Christmas,Y," $2,286,000 ",10/16/22
2020,Half Brothers,N," $2,241,980 ",12/4/22
2020,Elf,Y," $2,003,568 ",11/13/22
2020,The Personal History of David Copperfield,N," $1,876,298 ",8/28/22
2020,Pinocchio,N," $1,831,718 ",12/25/22
2020,The Wretched,N," $1,814,193 ",5/1/22
2020,The Rental,N," $1,637,548 ",7/24/22
2020,Jurassic Park,Y," $1,386,600 ",6/19/22
2020,2 Hearts,N," $1,349,286 ",10/16/22
2020,Peninsula,N," $1,231,407 ",8/7/22
2020,True to the Game 2,N," $1,200,871 ",11/6/22
2020,The Assistant,N," $1,100,313 ",1/31/22
2020,Relic,N," $1,047,083 ",7/3/22
2020,The Tax Collector,N," $1,044,212 ",8/7/22
2020,Becky,N," $1,004,574 ",6/5/22
2020,Echo Boomers,N," $931,000 ",11/13/22
2020,All My Life,N," $913,935 ",12/4/22
2020,National Lampoon's Christmas Vacation,Y," $871,000 ",11/25/22
2020,Cut Throat City,N," $855,894 ",8/21/22
2020,The Goonies,Y," $825,000 ",7/10/22
2020,Sarileru Neekevvaru,N," $821,000 ",1/10/22
2020,Vanguard,N," $793,525 ",11/20/22
2020,Jaws,Y," $758,300 ",6/19/22
2020,Possessor,N," $752,885 ",10/2/22
2020,Toy Story,Y," $727,000 ",11/6/22
2020,"Monsters, Inc.",Y," $726,000 ",10/23/22
2020,Baaghi 3,N," $721,439 ",3/6/22
2020,The Polar Express,Y," $711,000 ",12/4/22
2020,The Santa Clause,Y," $706,000 ",11/20/22
2020,Patterns of Evidence: The Red Sea Miracle,N," $696,191 ",2/18/22
2020,The Last Vermeer,N," $685,380 ",11/20/22
2020,The Addams Family,Y," $678,926 ",10/23/22
2020,100% Wolf,N," $658,764 ",10/9/22
2020,Synchronic,N," $636,673 ",10/23/22
2020,Ghostbusters,Y," $605,000 ",7/3/22
2020,Shortcut,N," $588,869 ",9/25/22
2020,Panga,N," $582,720 ",1/24/22
2020,Followed,N," $538,179 ",6/19/22
2020,Alone,N," $537,589 ",9/18/22
2020,Kajillionaire,N," $531,430 ",9/25/22
2020,The Call,N," $516,521 ",10/2/22
2020,The Forgotten Carols,N," $502,252 ",11/20/22
2020,Spell,N," $500,104 ",10/30/22
2020,The Grinch,Y," $473,781 ",11/27/22
2020,Inside Out,Y," $460,000 ",7/10/22
2020,Trolls 2: World Tour,N," $450,000 ",4/10/22
2020,Chal Mera Putt 2,N," $445,000 ",3/13/22
2020,Seberg,N," $434,702 ",2/21/22
2020,Iron Man,Y," $430,000 ",7/17/22
2020,Infamous,N," $429,148 ",6/12/22
2020,Tulsa,N," $413,378 ",8/21/22
2020,Stevie Nicks 24 Karat Gold the Concert,N," $410,265 ",10/21/22
2020,Buddy Games,N," $405,904 ",11/20/22
2020,The Eight Hundred,N," $372,755 ",8/28/22
2020,Yellow Rose,N," $367,849 ",10/9/22
2020,Black Panther,Y," $367,000 ",7/10/22
2020,The Kid Detective,N," $364,138 ",10/16/22
2020,Ride Your Wave,N," $332,432 ",2/19/22
2020,Les Misérables,N," $330,181 ",1/10/22
2020,Die Hard,Y," $325,000 ",12/4/22
2020,Ordinary Love,N," $323,688 ",2/14/22
2020,Save Yourselves!,N," $301,162 ",10/2/22
2020,The Informer,N," $300,460 ",11/6/22
2020,The Traitor,N," $296,027 ",1/31/22
2020,Gremlins,Y," $295,000 ",7/10/22
2020,Mystify: Michael Hutchence,N," $289,573 ",1/7/22
2020,Fatman,N," $278,378 ",11/13/22
2020,Heaven,N," $259,323 ",10/2/22
2020,Back to the Future,Y," $247,000 ",7/31/22
2020,Lupin III: The First,N," $245,724 ",10/16/22
2020,Bohemian Rhapsody,Y," $240,000 ",7/17/22
2020,Tokyo Godfathers,Y," $237,571 ",3/9/22
2020,Blind Eyes Opened,N," $234,505 ",1/23/22
2020,The Climb,N," $234,429 ",11/13/22
2020,Frozen,Y," $215,000 ",11/25/22
2020,Jiang Ziya,N," $214,670 ",10/1/22
2020,The Secrets We Keep,N," $207,928 ",9/16/22
2020,Fate/stay night [Heaven's Feel] III. spring song,N," $200,000 ",11/18/22
2020,National Theater Live: Cyrano de Bergerac,Y," $198,352 ",2/20/22
2020,Always and Forever,N," $197,464 ",11/20/22
2020,Beanpole,N," $196,258 ",1/29/22
2020,The Doors: Break On Thru - A Celebration Of Ray Manzarek,N," $190,160 ",2/12/22
2020,The Outpost,N," $186,635 ",7/3/22
2020,Come Away,N," $184,477 ",11/13/22
2020,And Then We Danced,N," $177,262 ",2/7/22
2020,Follow Me,N," $167,962 ",9/18/22
2020,Extra Ordinary,N," $164,346 ",3/6/22
2020,Palm Springs,N," $164,000 ",7/10/22
2020,Halloween,Y," $160,000 ",7/10/22
2020,A Call to Spy,N," $159,014 ",10/2/22
2020,The Dark and the Wicked,N," $157,252 ",11/6/22
2020,Love Story,Y," $153,504 ",2/9/22
2020,The Burnt Orange Heresy,N," $144,201 ",3/6/22
2020,Incitement,N," $140,306 ",1/31/22
2020,Archive,N," $139,593 ",7/10/22
2020,Burden,N," $139,270 ",2/28/22
2020,Most Wanted,N," $138,000 ",6/10/22
2020,Beneath Us,N," $137,260 ",3/6/22
2020,The Times of Bill Cunningham,N," $134,288 ",2/14/22
2020,"14 Days, 12 Nights",N," $122,530 ",3/6/22
2020,The Man Standing Next,N," $113,527 ",1/24/22
2020,Hope Gap,N," $104,732 ",3/6/22
2020,Grease,Y," $102,000 ",7/31/22
2020,First Cow,N," $101,068 ",3/6/22
2020,The Silencing,N," $100,746 ",8/14/22
2020,The Muppet Christmas Carol,Y," $100,000 ",12/18/22
2020,Come to Daddy,N," $96,713 ",2/7/22
2020,First Lady,N," $93,298 ",2/14/22
2020,Tesla,N," $93,147 ",8/21/22
2020,Miss Juneteenth,N," $92,349 ",6/19/22
2020,Leap,N," $83,074 ",9/25/22
2020,On the Basis of Sex,Y," $82,150 ",9/25/22
2020,Children of the Sea,N," $81,237 ",3/20/22
2020,StarDog and TurboCat,N," $80,490 ",6/19/22
2020,Pray: The Story of Patrick Peyton,N," $72,347 ",10/9/22
2020,Come and See,Y," $71,909 ",2/21/22
2020,How to Build a Girl,N," $70,632 ",5/8/22
2020,We Summon the Darkness,N," $60,794 ",5/22/22
2019,Avengers: Endgame,N," $858,373,000 ",4/26/22
2019,The Lion King,N," $543,638,043 ",7/19/22
2019,Star Wars: Episode IX - The Rise of Skywalker,N," $515,202,542 ",12/20/22
2019,Frozen II,N," $477,373,578 ",11/22/22
2019,Toy Story 4,N," $434,038,008 ",6/21/22
2019,Captain Marvel,N," $426,829,839 ",3/8/22
2019,Aladdin,N," $355,559,216 ",5/24/22
2019,Joker,N," $335,451,311 ",10/4/22
2019,Jumanji: The Next Level,N," $320,314,960 ",12/13/22
2019,Us,N," $175,084,580 ",3/22/22
2019,Fast & Furious Presents: Hobbs & Shaw,N," $173,956,935 ",8/2/22
2019,John Wick: Chapter 3 - Parabellum,N," $171,015,687 ",5/17/22
2019,Knives Out,N," $165,363,234 ",11/27/22
2019,How to Train Your Dragon: The Hidden World,N," $160,799,505 ",2/22/22
2019,1917,N," $159,227,644 ",12/25/22
2019,The Secret Life of Pets 2,N," $158,874,395 ",6/7/22
2019,Pokémon Detective Pikachu,N," $144,105,346 ",5/10/22
2019,Once Upon a Time in Hollywood,N," $142,502,728 ",7/26/22
2019,Shazam!,N," $140,371,656 ",4/5/22
2019,Ford v Ferrari,N," $117,624,357 ",11/15/22
2019,Dumbo,N," $114,766,307 ",3/29/22
2019,Maleficent: Mistress of Evil,N," $113,929,605 ",10/18/22
2019,Glass,N," $111,048,468 ",1/18/22
2019,Godzilla: King of the Monsters,N," $110,500,138 ",5/31/22
2019,The Upside,N," $108,252,517 ",1/11/22
2019,The Lego Movie 2: The Second Part,N," $105,806,508 ",2/8/22
2019,Hustlers,N," $104,963,598 ",9/13/22
2019,The Addams Family,N," $100,044,905 ",10/11/22
2019,Downton Abbey,N," $96,853,865 ",9/20/22
2019,Alita: Battle Angel,N," $85,838,210 ",2/14/22
2019,Good Boys,N," $83,140,306 ",8/16/22
2019,Annabelle Comes Home,N," $74,152,591 ",6/26/22
2019,Yesterday,N," $73,286,650 ",6/28/22
2019,A Madea Family Funeral,N," $73,257,045 ",3/1/22
2019,Zombieland: Double Tap,N," $73,123,082 ",10/18/22
2019,Angel Has Fallen,N," $69,030,436 ",8/23/22
2019,Spies in Disguise,N," $66,757,013 ",12/25/22
2019,X-Men: Dark Phoenix,N," $65,845,974 ",6/7/22
2019,Terminator: Dark Fate,N," $62,253,077 ",11/1/22
2019,A Beautiful Day in the Neighborhood,N," $61,704,055 ",11/22/22
2019,Abominable,N," $60,716,390 ",9/27/22
2019,Escape Room,N," $57,005,601 ",1/4/22
2019,Midway,N," $56,846,802 ",11/8/22
2019,The Curse of La Llorona,N," $54,733,739 ",4/19/22
2019,Pet Sematary,N," $54,724,696 ",4/5/22
2019,What Men Want,N," $54,611,903 ",2/8/22
2019,Parasite,N," $53,369,749 ",10/11/22
2019,Ad Astra,N," $50,188,370 ",9/20/22
2019,Uncut Gems,N," $50,023,780 ",12/13/22
2019,Isn't It Romantic,N," $48,791,187 ",2/13/22
2019,Gemini Man,N," $48,546,770 ",10/11/22
2019,Ma,N," $45,896,028 ",5/31/22
2019,Five Feet Apart,N," $45,729,221 ",3/15/22
2019,Wonder Park,N," $45,216,793 ",3/15/22
2019,Rambo: Last Blood,N," $44,819,352 ",9/20/22
2019,Playing with Fire,N," $44,451,847 ",11/8/22
2019,Queen & Slim,N," $43,808,310 ",11/27/22
2019,Harriet,N," $43,082,155 ",11/1/22
2019,A Dog's Way Home,N," $42,004,346 ",1/11/22
2019,The Angry Birds Movie 2,N," $41,667,116 ",8/13/22
2019,Little,N," $40,860,481 ",4/12/22
2019,Breakthrough,N," $40,713,082 ",4/17/22
2019,Crawl,N," $39,014,193 ",7/12/22
2019,Just Mercy,N," $36,001,502 ",12/25/22
2019,The Intruder,N," $35,419,122 ",5/3/22
2019,The Hustle,N," $35,417,038 ",5/10/22
2019,Last Christmas,N," $35,150,750 ",11/8/22
2019,Overcomer,N," $34,746,945 ",8/23/22
2019,Jojo Rabbit,N," $33,370,906 ",10/18/22
2019,Cold Pursuit,N," $32,138,862 ",2/8/22
2019,Bombshell,N," $31,762,808 ",12/13/22
2019,Doctor Sleep,N," $31,581,712 ",11/8/22
2019,Dragon Ball Super: Broly,N," $30,712,119 ",1/16/22
2019,Long Shot,N," $30,316,271 ",5/3/22
2019,Child's Play,N," $29,208,403 ",6/21/22
2019,Ready or Not,N," $28,714,231 ",8/21/22
2019,21 Bridges,N," $28,539,757 ",11/22/22
2019,Happy Death Day 2U,N," $28,148,130 ",2/13/22
2019,Midsommar,N," $27,426,361 ",7/3/22
2019,Cats,N," $27,166,770 ",12/20/22
2019,The Art of Racing in the Rain,N," $26,395,642 ",8/9/22
2019,Countdown,N," $25,621,766 ",10/25/22
2019,Judy,N," $24,313,888 ",9/27/22
2019,Fighting with My Family,N," $22,958,886 ",2/14/22
2019,A Dog's Journey,N," $22,782,371 ",5/17/22
2019,Booksmart,N," $22,680,962 ",5/24/22
2019,Stuber,N," $22,370,452 ",7/12/22
2019,Richard Jewell,N," $22,345,542 ",12/13/22
2019,47 Meters Down: Uncaged,N," $22,260,900 ",8/16/22
2019,Black and Blue,N," $22,055,313 ",10/25/22
2019,Hellboy,N," $21,903,748 ",4/12/22
2019,Shaft,N," $21,360,215 ",6/14/22
2019,The Peanut Butter Falcon,N," $20,457,151 ",8/9/22
2019,UglyDolls,N," $20,150,241 ",5/3/22
2019,Unplanned,N," $19,005,109 ",3/29/22
2019,Charlie's Angels,N," $17,803,077 ",11/15/22
2019,The Farewell,N," $17,695,781 ",7/12/22
2019,Brightburn,N," $17,300,439 ",5/24/22
2019,The Good Liar,N," $17,156,058 ",11/15/22
2019,The Kid Who Would Be King,N," $16,790,790 ",1/25/22
2019,Missing Link,N," $16,649,539 ",4/12/22
2019,Late Night,N," $15,499,454 ",6/7/22
2019,Miss Bala,N," $15,006,824 ",2/1/22
2019,The Prodigy,N," $14,856,291 ",2/8/22
2019,Poms,N," $13,631,124 ",5/10/22
2019,Apocalypse Now,Y," $12,500,000 ",8/15/22
2019,The Kitchen,N," $12,180,032 ",8/9/22
2019,After,N," $12,138,565 ",4/12/22
2019,Blinded by the Light,N," $11,901,145 ",8/16/22
2019,Dark Waters,N," $11,136,084 ",11/22/22
2019,The Lighthouse,N," $10,867,104 ",10/18/22
2019,Greta,N," $10,532,219 ",3/1/22
2019,Black Christmas,N," $10,429,730 ",12/13/22
2019,The Best of Enemies,N," $10,205,616 ",4/5/22
2019,Hotel Mumbai,N," $9,651,611 ",3/22/22
2019,Motherless Brooklyn,N," $9,277,736 ",11/1/22
2019,No Manches Frida 2,N," $9,270,920 ",3/15/22
2019,"Where'd You Go, Bernadette",N," $9,198,356 ",8/16/22
2019,Apollo 11,N," $9,039,891 ",3/1/22
2019,Serenity,N," $8,547,045 ",1/25/22
2019,Anna,N," $7,743,794 ",6/21/22
2019,Penguins,N," $7,699,452 ",4/17/22
2019,Brittany Runs a Marathon,N," $7,189,808 ",8/23/22
2019,The Dead Don't Die,N," $6,563,605 ",6/14/22
2019,Jexi,N," $6,546,159 ",10/11/22
2019,Run the Race,N," $6,424,420 ",2/22/22
2019,The Current War: Director's Cut,N," $5,979,540 ",10/25/22
2019,The Wandering Earth,N," $5,971,413 ",2/5/22
2019,Captive State,N," $5,958,315 ",3/15/22
2019,Arctic Dogs,N," $5,801,249 ",11/1/22
2019,Gloria Bell,N," $5,611,123 ",3/8/22
2019,Gully Boy,N," $5,566,534 ",2/14/22
2019,The Goldfinch,N," $5,332,621 ",9/13/22
2019,Don't Let Go,N," $5,215,062 ",8/30/22
2019,The Mustang,N," $5,043,620 ",3/15/22
2019,The Sun Is Also a Star,N," $4,950,029 ",5/17/22
2019,Bring the Soul: The Movie,N," $4,809,800 ",8/7/22
2019,Menteur,N," $4,697,364 ",7/12/22
2019,War,N," $4,654,000 ",10/2/22
2019,Pavarotti,N," $4,600,249 ",6/7/22
2019,Jay and Silent Bob Reboot,N," $4,589,490 ",10/15/22
2019,Pain and Glory,N," $4,567,338 ",10/4/22
2019,Tolkien,N," $4,535,154 ",5/10/22
